"","Order","Family","Species","Occurrence","FishBase name","Name","Use","Use elsewhere","Country"
"5932","Perciformes","Chaetodontidae","Roa modesta","native","Brown-banded butterflyfish","Paruparung dagat","minor commercial","minor commercial","Philippines"
"5942","Perciformes","Gempylidae","Ruvettus pretiosus","native","Oilfish","Sumpitan","subsistence fisheries","minor commercial","Philippines"
"5952","Perciformes","Blenniidae","Salarias ceramensis","native","Seram blenny","Anay-anay","commercial","minor commercial","Philippines"
"5962","Perciformes","Blenniidae","Salarias fasciatus","native","Jewelled blenny","Talingkuk","commercial","minor commercial","Philippines"
"5972","Pleuronectiformes","Samaridae","Samaris cristatus","native","Cockatoo righteye flounder","Dapa","commercial","commercial","Philippines"
"5982","Perciformes","Scombridae","Sarda orientalis","native","Striped bonito","Tambakol","commercial","minor commercial","Philippines"
"5992","Clupeiformes","Clupeidae","Sardinella albella","native","White sardinella","Tunsoy","commercial","commercial","Philippines"
"6001","Clupeiformes","Clupeidae","Sardinella brachysoma","questionable","Deepbody sardinella","Lapad","minor commercial","minor commercial","Philippines"
"60110","Clupeiformes","Clupeidae","Sardinella fimbriata","native","Fringescale sardinella","Tamban","commercial","commercial","Philippines"
"6025","Clupeiformes","Clupeidae","Sardinella gibbosa","native","Goldstripe sardinella","Tamban","commercial","highly commercial","Philippines"
"6032","Clupeiformes","Clupeidae","Sardinella lemuru","native","Bali sardinella","Tamban","highly commercial","highly commercial","Philippines"
"6042","Clupeiformes","Clupeidae","Sardinella tawilis","endemic","Freshwater sardinella","Hawo hawo","minor commercial","subsistence fisheries","Philippines"
"6052","Beryciformes","Holocentridae","Sargocentron diadema","native","Crown squirrelfish","Sigang batuhan","commercial","minor commercial","Philippines"
"6062","Beryciformes","Holocentridae","Sargocentron rubrum","native","Redcoat","Baga-baga","commercial","minor commercial","Philippines"
"6072","Beryciformes","Holocentridae","Sargocentron spiniferum","native","Sabre squirrelfish","Baga-baga","commercial","minor commercial","Philippines"
"6082","Aulopiformes","Synodontidae","Saurida gracilis","native","Gracile lizardfish","Kalaso","commercial","commercial","Philippines"
"6092","Aulopiformes","Synodontidae","Saurida micropectoralis","native","Shortfin lizardfish","Tuko","commercial","commercial","Philippines"
"61011","Aulopiformes","Synodontidae","Saurida tumbil","native","Greater lizardfish","Kalaso","commercial","commercial","Philippines"
"61111","Aulopiformes","Synodontidae","Saurida undosquamis","native","Brushtooth lizardfish","Kamutihan","commercial","minor commercial","Philippines"
"61210","Perciformes","Scaridae","Scarus ghobban","native","Blue-barred parrotfish","Malunaw","commercial","commercial","Philippines"
"61310","Perciformes","Scaridae","Scarus quoyi","native","Quoy's parrotfish","Mulmul","commercial","commercial","Philippines"
"61410","Perciformes","Scaridae","Scarus tricolor","native","Tricolour parrotfish","Yaput","commercial","commercial","Philippines"
"61510","Perciformes","Scatophagidae","Scatophagus argus","native","Spotted scat","Kero kero","commercial","minor commercial","Philippines"
"61610","Perciformes","Nemipteridae","Scolopsis affinis","native","Peters' monocle bream","Buruba","subsistence fisheries","subsistence fisheries","Philippines"
"6175","Perciformes","Nemipteridae","Scolopsis bilineata","native","Two-lined monocle bream","Letekan","commercial","subsistence fisheries","Philippines"
"6182","Perciformes","Nemipteridae","Scolopsis ciliata","native","Saw-jawed monocle bream","Letekan","commercial","subsistence fisheries","Philippines"
"6192","Perciformes","Nemipteridae","Scolopsis lineata","native","Striped monocle bream","Buruba","commercial","minor commercial","Philippines"
"6202","Perciformes","Nemipteridae","Scolopsis margaritifera","native","Pearly monocle bream","Buruba","commercial","subsistence fisheries","Philippines"
"62110","Perciformes","Nemipteridae","Scolopsis monogramma","native","Monogrammed monocle bream","Letekan","minor commercial","minor commercial","Philippines"
"62210","Perciformes","Nemipteridae","Scolopsis taenioptera","native","Lattice monocle bream","Tingin","minor commercial","commercial","Philippines"
"6232","Perciformes","Nemipteridae","Scolopsis trilineata","native","Three-lined monocle bream","Tingin","subsistence fisheries","subsistence fisheries","Philippines"
"6242","Perciformes","Nemipteridae","Scolopsis vosmeri","native","Whitecheek monocle bream","Tagisang lawin","commercial","commercial","Philippines"
"6252","Perciformes","Nemipteridae","Scolopsis xenochrous","native","Oblique-barred monocle bream","Tagisang lawin","subsistence fisheries","subsistence fisheries","Philippines"
"6262","Perciformes","Scombridae","Scomber australasicus","native","Blue mackerel","Alumahan","commercial","commercial","Philippines"
"6272","Perciformes","Scombridae","Scomber japonicus","native","Chub mackerel","Alumahan","commercial","highly commercial","Philippines"
"6282","Perciformes","Carangidae","Scomberoides commersonnianus","native","Talang queenfish","Lali","minor commercial","minor commercial","Philippines"
"6292","Perciformes","Carangidae","Scomberoides lysan","native","Doublespotted queenfish","Dorado","commercial","minor commercial","Philippines"
"6302","Perciformes","Carangidae","Scomberoides tol","native","Needlescaled queenfish","Talang-talang","commercial","minor commercial","Philippines"
"63110","Perciformes","Scombridae","Scomberomorus commerson","native","Narrow-barred Spanish mackerel","Saramulyete","commercial","highly commercial","Philippines"
"6329","Scorpaeniformes","Sebastidae","Sebastiscus marmoratus","native","False kelpfish","","commercial","commercial","Philippines"
"6332","Perciformes","Leiognathidae","Secutor insidiator","native","Pugnose ponyfish","Tambong","commercial","commercial","Philippines"
"6342","Perciformes","Leiognathidae","Secutor ruconius","native","Deep pugnose ponyfish","Tambong bilog","minor commercial","minor commercial","Philippines"
"6352","Perciformes","Carangidae","Selar boops","native","Oxeye scad","Matang Baka","commercial","commercial","Philippines"
"6362","Perciformes","Carangidae","Selar crumenophthalmus","native","Bigeye scad","Mat-an","commercial","highly commercial","Philippines"
"6372","Perciformes","Carangidae","Selaroides leptolepis","native","Yellowstripe scad","Salay-salay ginto","commercial","commercial","Philippines"
"6382","Perciformes","Carangidae","Seriola dumerili","native","Greater amberjack","Dorado","highly commercial","minor commercial","Philippines"
"6392","Perciformes","Carangidae","Seriola rivoliana","native","Longfin yellowtail","Talakitok","commercial","commercial","Philippines"
"6402","Perciformes","Carangidae","Seriolina nigrofasciata","native","Blackbanded trevally","Tonto","commercial","minor commercial","Philippines"
"64110","Clupeiformes","Engraulidae","Setipinna taty","questionable","Scaly hairfin anchovy","Dulis","commercial","minor commercial","Philippines"
"6428","Clupeiformes","Engraulidae","Setipinna tenuifilis","native","Common hairfin anchovy","","minor commercial","minor commercial","Philippines"
"6432","Perciformes","Gobiidae","Sicyopterus lacrymosus","endemic","","Ipon","minor commercial","minor commercial","Philippines"
"6442","Perciformes","Siganidae","Siganus argenteus","native","Streamlined spinefoot","Alama","commercial","commercial","Philippines"
"6452","Perciformes","Siganidae","Siganus canaliculatus","native","White-spotted spinefoot","Balanglen kuyog","commercial","commercial","Philippines"
"6462","Perciformes","Siganidae","Siganus corallinus","native","Blue-spotted spinefoot","Balangin","commercial","commercial","Philippines"
"6472","Perciformes","Siganidae","Siganus fuscescens","native","Mottled spinefoot","Balawis","commercial","commercial","Philippines"
"6482","Perciformes","Siganidae","Siganus guttatus","native","Goldlined spinefoot","Balawis","commercial","commercial","Philippines"
"6492","Perciformes","Siganidae","Siganus javus","native","Streaked spinefoot","Lusay","commercial","commercial","Philippines"
"6502","Perciformes","Siganidae","Siganus lineatus","native","Golden-lined spinefoot","Balanglin","commercial","commercial","Philippines"
"65110","Perciformes","Siganidae","Siganus puellus","native","Masked spinefoot","Balawis","commercial","minor commercial","Philippines"
"6526","Perciformes","Siganidae","Siganus punctatissimus","native","Peppered spinefoot","Balanglin","commercial","minor commercial","Philippines"
"6532","Perciformes","Siganidae","Siganus punctatus","native","Goldspotted spinefoot","Balanglin","commercial","commercial","Philippines"
"6542","Perciformes","Siganidae","Siganus spinus","native","Little spinefoot","Balawis batuhan","commercial","minor commercial","Philippines"
"6552","Perciformes","Siganidae","Siganus vermiculatus","native","Vermiculated spinefoot","Dangit","commercial","commercial","Philippines"
"6562","Perciformes","Siganidae","Siganus virgatus","native","Barhead spinefoot","Balangin","commercial","minor commercial","Philippines"
"6572","Perciformes","Siganidae","Siganus vulpinus","native","Foxface","Baka","commercial","minor commercial","Philippines"
"6582","Perciformes","Sillaginidae","Sillago aeolus","native","Oriental sillago","Asuhos","minor commercial","minor commercial","Philippines"
"6592","Perciformes","Sillaginidae","Sillago chondropus","native","Clubfoot sillago","Asohos","commercial","commercial","Philippines"
"6602","Perciformes","Sillaginidae","Sillago macrolepis","native","Large-scale sillago","Asohos","minor commercial","minor commercial","Philippines"
"66110","Perciformes","Sillaginidae","Sillago sihama","native","Silver sillago","Aso-os","commercial","commercial","Philippines"
"6626","Pleuronectiformes","Soleidae","Solea ovata","native","Ovate sole","Dapa","commercial","commercial","Philippines"
"6632","Perciformes","Apogonidae","Sphaeramia orbicularis","native","Orbiculate cardinalfish","Dangat","commercial","minor commercial","Philippines"
"6642","Perciformes","Sphyraenidae","Sphyraena barracuda","native","Great barracuda","Baracuda","commercial","minor commercial","Philippines"
"6652","Perciformes","Sphyraenidae","Sphyraena forsteri","native","Bigeye barracuda","Batig","commercial","commercial","Philippines"
"6662","Perciformes","Sphyraenidae","Sphyraena jello","native","Pickhandle barracuda","Bulios","commercial","commercial","Philippines"
"6672","Perciformes","Sphyraenidae","Sphyraena obtusata","native","Obtuse barracuda","Torsillo","commercial","commercial","Philippines"
"6682","Clupeiformes","Clupeidae","Spratelloides delicatulus","native","Delicate round herring","Dilis bahura","commercial","minor commercial","Philippines"
"6692","Clupeiformes","Clupeidae","Spratelloides gracilis","native","Silver-stripe round herring","Bahura","commercial","minor commercial","Philippines"
"6702","Squaliformes","Squalidae","Squalus japonicus","native","Japanese spurdog","","minor commercial","minor commercial","Philippines"
"67110","Perciformes","Pomacentridae","Stegastes nigricans","native","Dusky farmerfish","Palata","minor commercial","minor commercial","Philippines"
"6726","Perciformes","Pomacentridae","Stegastes punctatus","native","Blunt snout gregory","Palata","minor commercial","minor commercial","Philippines"
"6732","Orectolobiformes","Stegostomatidae","Stegostoma fasciatum","native","Zebra shark","Pating","commercial","minor commercial","Philippines"
"6742","Perciformes","Labridae","Stethojulis trilineata","native","Three-lined rainbowfish","Lulukdayan","minor commercial","subsistence fisheries","Philippines"
"6752","Clupeiformes","Engraulidae","Stolephorus commersonnii","native","Commerson's anchovy","Bolinao","commercial","commercial","Philippines"
"6762","Clupeiformes","Engraulidae","Stolephorus indicus","native","Indian anchovy","Bolinao na puti","minor commercial","minor commercial","Philippines"
"6772","Clupeiformes","Engraulidae","Stolephorus waitei","native","Spotty-face anchovy","Bolinao","commercial","commercial","Philippines"
"6782","Beloniformes","Belonidae","Strongylura incisa","native","Reef needlefish","Haba","commercial","subsistence fisheries","Philippines"
"6792","Beloniformes","Belonidae","Strongylura leiura","native","Banded needlefish","Balitut","commercial","commercial","Philippines"
"6802","Tetraodontiformes","Balistidae","Sufflamen bursa","native","Boomerang triggerfish","Kaputput","minor commercial","minor commercial","Philippines"
"68110","Tetraodontiformes","Balistidae","Sufflamen chrysopterum","native","Halfmoon triggerfish","Kaputput","minor commercial","minor commercial","Philippines"
"6826","Tetraodontiformes","Balistidae","Sufflamen fraenatum","native","Masked triggerfish","Pakoy","minor commercial","minor commercial","Philippines"
"6832","Perciformes","Lutjanidae","Symphorichthys spilurus","native","Sailfin snapper","Maya maya","minor commercial","minor commercial","Philippines"
"6842","Perciformes","Lutjanidae","Symphorus nematophorus","native","Chinamanfish","Alsis","commercial","commercial","Philippines"
"6852","Pleuronectiformes","Soleidae","Synaptura marginata","native","White-margined sole","Palad","commercial","commercial","Philippines"
"6862","Aulopiformes","Synodontidae","Synodus variegatus","native","Variegated lizardfish","Kalaso","commercial","commercial","Philippines"
"6872","Rajiformes","Dasyatidae","Taeniura lymma","native","Ribbontail stingray","Pagi","commercial","commercial","Philippines"
"6882","Perciformes","Trichiuridae","Tentoriceps cristatus","native","Crested hairtail","Laying","commercial","minor commercial","Philippines"
"6892","Perciformes","Terapontidae","Terapon jarbua","native","Jarbua terapon","Kanigit","commercial","minor commercial","Philippines"
"6902","Perciformes","Terapontidae","Terapon theraps","native","Largescaled terapon","Bagaong","commercial","minor commercial","Philippines"
"69110","Perciformes","Istiophoridae","Tetrapturus angustirostris","native","Shortbill spearfish","","minor commercial","minor commercial","Philippines"
"6925","Tetraodontiformes","Ostraciidae","Tetrosomus gibbosus","native","Humpback turretfish","Tabarong","minor commercial","minor commercial","Philippines"
"6932","Perciformes","Labridae","Thalassoma hardwicke","native","Sixbar wrasse","Lulukdayan","commercial","minor commercial","Philippines"
"6942","Perciformes","Labridae","Thalassoma lunare","native","Moon wrasse","Lulukdayan","commercial","minor commercial","Philippines"
"6952","Perciformes","Labridae","Thalassoma lutescens","native","Yellow-brown wrasse","Mameng","commercial","minor commercial","Philippines"
"6962","Clupeiformes","Engraulidae","Thryssa baelama","native","Baelama anchovy","Bolinao","commercial","minor commercial","Philippines"
"6972","Clupeiformes","Engraulidae","Thryssa encrasicholoides","native","False baelama anchovy","","minor commercial","minor commercial","Philippines"
"6982","Clupeiformes","Engraulidae","Thryssa hamiltonii","native","Hamilton's thryssa","Bulinau","commercial","commercial","Philippines"
"6992","Clupeiformes","Engraulidae","Thryssa setirostris","native","Longjaw thryssa","Tamban","commercial","minor commercial","Philippines"
"7001","Perciformes","Scombridae","Thunnus albacares","native","Yellowfin tuna","Barilis","commercial","highly commercial","Philippines"
"70110","Perciformes","Scombridae","Thunnus obesus","native","Bigeye tuna","Bariles","commercial","highly commercial","Philippines"
"7024","Perciformes","Scombridae","Thunnus tonggol","native","Longtail tuna","Barilis","commercial","highly commercial","Philippines"
"7032","Perciformes","Toxotidae","Toxotes jaculatrix","native","Banded archerfish","Ataba","minor commercial","minor commercial","Philippines"
"7042","Aulopiformes","Synodontidae","Trachinocephalus myops","native","Snakefish","Kalaso laot","commercial","minor commercial","Philippines"
"7051","Perciformes","Carangidae","Trachinotus baillonii","native","Small spotted dart","Pampano","commercial","minor commercial","Philippines"
"7061","Perciformes","Carangidae","Trachinotus blochii","native","Snubnose pompano","Ampahan","commercial","minor commercial","Philippines"
"7071","Perciformes","Trichiuridae","Trichiurus lepturus","native","Largehead hairtail","Espada","highly commercial","highly commercial","Philippines"
"7081","Perciformes","Gobiidae","Trypauchen vagina","native","","","minor commercial","minor commercial","Philippines"
"7091","Beloniformes","Belonidae","Tylosurus acus melanotus","native","Keel-jawed needle fish","Balo","commercial","commercial","Philippines"
"71010","Beloniformes","Belonidae","Tylosurus crocodilus crocodilus","native","Hound needlefish","Kambabalo","commercial","commercial","Philippines"
"71110","Perciformes","Carangidae","Ulua mentalis","native","Longrakered trevally","Piaka","commercial","commercial","Philippines"
"71210","Perciformes","Mullidae","Upeneus japonicus","questionable","Bensasi goatfish","Saramuliete","commercial","minor commercial","Philippines"
"71310","Perciformes","Mullidae","Upeneus moluccensis","native","Goldband goatfish","Agingoy","commercial","commercial","Philippines"
"71410","Perciformes","Mullidae","Upeneus sulphureus","native","Sulphur goatfish","Putikan","commercial","minor commercial","Philippines"
"7159","Perciformes","Mullidae","Upeneus sundaicus","native","Ochrebanded goatfish","Saramuliete","commercial","commercial","Philippines"
"7161","Perciformes","Mullidae","Upeneus tragula","native","Freckled goatfish","Batuhan","commercial","commercial","Philippines"
"7171","Perciformes","Mullidae","Upeneus vittatus","native","Yellowstriped goatfish","Saramuliete","commercial","commercial","Philippines"
"7181","Perciformes","Uranoscopidae","Uranoscopus bicinctus","native","Marbled stargazer","","minor commercial","minor commercial","Philippines"
"7191","Perciformes","Carangidae","Uraspis helvola","native","","Whitemouth jack","commercial","minor commercial","Philippines"
"7201","Perciformes","Carangidae","Uraspis uraspis","native","Whitemouth jack","Pampano","minor commercial","minor commercial","Philippines"
"72110","Mugiliformes","Mugilidae","Valamugil cunnesius","native","Longarm mullet","Talilong","commercial","commercial","Philippines"
"7226","Mugiliformes","Mugilidae","Valamugil speigleri","native","Speigler's mullet","Bilugan","commercial","commercial","Philippines"
"7231","Perciformes","Gobiidae","Valenciennea longipinnis","native","Long-finned goby","Bia","commercial","minor commercial","Philippines"
"7241","Perciformes","Serranidae","Variola louti","native","Yellow-edged lyretail","Lapu lapung señora","commercial","commercial","Philippines"
"7251","Lampriformes","Veliferidae","Velifer hypselopterus","native","Sailfin velifer","","commercial","minor commercial","Philippines"
"7261","Perciformes","Lethrinidae","Wattsia mossambica","native","Mozambique large-eye bream","","minor commercial","minor commercial","Philippines"
"7271","Perciformes","Xiphiidae","Xiphias gladius","native","Swordfish","Big-ho","highly commercial","commercial","Philippines"
"7281","Perciformes","Zanclidae","Zanclus cornutus","native","Moorish idol","Kalay kalay","minor commercial","subsistence fisheries","Philippines"
"7291","Perciformes","Acanthuridae","Zebrasoma velifer","native","Sailfin tang","Tudluan","commercial","minor commercial","Philippines"
"2380","Cypriniformes","Cyprinidae","Abramis brama","native","Freshwater bream","Leszcz aralsko-kaspijski","minor commercial","highly commercial","Poland"
"3265","Anguilliformes","Anguillidae","Anguilla anguilla","native","European eel","Wegorz europejski","minor commercial","commercial","Poland"
"4196","Clupeiformes","Clupeidae","Clupea harengus","native","Atlantic herring","Sledz atlantycki a. oceaniczny","highly commercial","highly commercial","Poland"
"5183","Salmoniformes","Salmonidae","Coregonus albula","native","Vendace","Sielawa","minor commercial","commercial","Poland"
"6176","Cypriniformes","Cyprinidae","Cyprinus carpio carpio","introduced","Common carp","Karp dziki a. sazan","commercial","highly commercial","Poland"
"7160","Gadiformes","Gadidae","Gadus morhua","native","Atlantic cod","Pomuchel","commercial","highly commercial","Poland"
"8144","Salmoniformes","Salmonidae","Hucho hucho","not established","Huchen","Glowacica dunajska","minor commercial","commercial","Poland"
"9143","Salmoniformes","Salmonidae","Oncorhynchus mykiss","introduced","Rainbow trout","Pstrag teczowy","minor commercial","highly commercial","Poland"
"10141","Perciformes","Percidae","Perca fluviatilis","native","European perch","Okon","minor commercial","highly commercial","Poland"
"11131","Cypriniformes","Cyprinidae","Rutilus rutilus","native","Roach","Ploc aralska","minor commercial","commercial","Poland"
"12127","Clupeiformes","Clupeidae","Sprattus sprattus","native","European sprat","Szprot","commercial","highly commercial","Poland"
"2386","Clupeiformes","Clupeidae","Alosa fallax","native","Twaite shad","Saboga","highly commercial","minor commercial","Portugal"
"3266","Anguilliformes","Anguillidae","Anguilla anguilla","native","European eel","Enguia","minor commercial","commercial","Portugal"
"4197","Perciformes","Trichiuridae","Aphanopus carbo","native","Black scabbardfish","Espada preta","highly commercial","commercial","Portugal"
"5184","Perciformes","Sparidae","Boops boops","native","Bogue","Boga","minor commercial","highly commercial","Portugal"
"6177","Anguilliformes","Congridae","Conger conger","native","European conger","Congro","minor commercial","commercial","Portugal"
"7162","Perciformes","Scombridae","Katsuwonus pelamis","native","Skipjack tuna","Atum-bonito","minor commercial","highly commercial","Portugal"
"8145","Perciformes","Trichiuridae","Lepidopus caudatus","native","Silver scabbardfish","Espada branca","commercial","highly commercial","Portugal"
"9144","Lophiiformes","Lophiidae","Lophius piscatorius","native","Angler","Tamboril","minor commercial","highly commercial","Portugal"
"10142","Gadiformes","Merlucciidae","Merluccius merluccius","native","European hake","Marmota","minor commercial","highly commercial","Portugal"
"11132","Gadiformes","Gadidae","Micromesistius poutassou","native","Blue whiting","Bacalhau","minor commercial","highly commercial","Portugal"
"12128","Salmoniformes","Salmonidae","Oncorhynchus mykiss","introduced","Rainbow trout","Truta","minor commercial","highly commercial","Portugal"
"13124","Perciformes","Sparidae","Pagellus acarne","native","Axillary seabream","Besugo","minor commercial","commercial","Portugal"
"14120","Perciformes","Sparidae","Pagellus bogaraveo","native","Blackspot seabream","Besugo","minor commercial","commercial","Portugal"
"15104","Petromyzontiformes","Petromyzontidae","Petromyzon marinus","native","Sea lamprey","Lampreia do mar","highly commercial","minor commercial","Portugal"
"16101","Perciformes","Polyprionidae","Polyprion americanus","native","Wreckfish","Cherna","minor commercial","minor commercial","Portugal"
"1790","Clupeiformes","Clupeidae","Sardina pilchardus","native","European pilchard","Sardinha","highly commercial","highly commercial","Portugal"
"1880","Perciformes","Scombridae","Scomber japonicus","misidentification","Chub mackerel","Cavalinha","commercial","highly commercial","Portugal"
"1980","Perciformes","Scombridae","Scomber scombrus","native","Atlantic mackerel","Cavalla","minor commercial","highly commercial","Portugal"
"2080","Pleuronectiformes","Soleidae","Solea solea","native","Common sole","Linguado legitimo","minor commercial","highly commercial","Portugal"
"21126","Perciformes","Scombridae","Thunnus alalunga","native","Albacore","Albacora","minor commercial","highly commercial","Portugal"
"22109","Perciformes","Scombridae","Thunnus obesus","native","Bigeye tuna","Albacora-ôlho-grande","minor commercial","highly commercial","Portugal"
"2387","Perciformes","Carangidae","Trachurus picturatus","native","Blue jack mackerel","Carapao-negrão","minor commercial","commercial","Portugal"
"2467","Perciformes","Carangidae","Trachurus trachurus","native","Atlantic horse mackerel","Carapau","commercial","highly commercial","Portugal"
"2566","Gadiformes","Gadidae","Trisopterus luscus","native","Pouting","Falsos-alabotes","minor commercial","commercial","Portugal"
"2388","Perciformes","Lethrinidae","Lethrinus borbonicus","native","Snubnose emperor","","minor commercial","minor commercial","Qatar"
"3267","Pleuronectiformes","Paralichthyidae","Pseudorhombus malayanus","native","Malayan flounder","","commercial","commercial","Qatar"
"4198","Perciformes","Scombridae","Scomberomorus commerson","native","Narrow-barred Spanish mackerel","Kanaad","minor commercial","highly commercial","Qatar"
"2389","Perciformes","Serranidae","Epinephelus magniscuttis","native","Speckled grouper","Petit nègre","minor commercial","commercial","Réunion"
"3268","Perciformes","Lethrinidae","Lethrinus borbonicus","native","Snubnose emperor","","minor commercial","minor commercial","Réunion"
"4199","Perciformes","Lethrinidae","Lethrinus mahsena","native","Sky emperor","Capitaine","commercial","highly commercial","Réunion"
"5185","Perciformes","Lethrinidae","Lethrinus variegatus","native","Slender emperor","","minor commercial","minor commercial","Réunion"
"6178","Perciformes","Lutjanidae","Lutjanus argentimaculatus","native","Mangrove red snapper","Sarde","minor commercial","commercial","Réunion"
"7163","Perciformes","Serranidae","Variola louti","native","Yellow-edged lyretail","Druide","commercial","commercial","Réunion"
"2390","Cypriniformes","Cyprinidae","Abramis brama","native","Freshwater bream","Plătică","minor commercial","highly commercial","Romania"
"3269","Clupeiformes","Clupeidae","Alosa immaculata","native","Pontic shad","Scumbie de Dunăre","minor commercial","minor commercial","Romania"
"4200","Cypriniformes","Cyprinidae","Carassius auratus auratus","introduced","Goldfish","Caras-auriu","commercial","commercial","Romania"
"5186","Cypriniformes","Cyprinidae","Ctenopharyngodon idella","introduced","Grass carp","Cosas","minor commercial","minor commercial","Romania"
"6179","Cypriniformes","Cyprinidae","Cyprinus carpio carpio","introduced","Common carp","Crap","commercial","highly commercial","Romania"
"7164","Salmoniformes","Salmonidae","Hucho hucho","native","Huchen","Lostriţă","minor commercial","commercial","Romania"
"8146","Cypriniformes","Cyprinidae","Hypophthalmichthys molitrix","introduced","Silver carp","Sânger","commercial","commercial","Romania"
"9145","Cypriniformes","Cyprinidae","Hypophthalmichthys nobilis","introduced","Bighead carp","Crap argintiu nobil","commercial","highly commercial","Romania"
"10143","Gadiformes","Gadidae","Merlangius merlangus","native","Whiting","Bacaliar","minor commercial","highly commercial","Romania"
"11133","Clupeiformes","Clupeidae","Sardina pilchardus","native","European pilchard","Sardina","commercial","highly commercial","Romania"
"12129","Clupeiformes","Clupeidae","Sardinella aurita","native","Round sardinella","Sardinela rotunda","commercial","highly commercial","Romania"
"13125","Perciformes","Scombridae","Scomber japonicus","misidentification","Chub mackerel","Colios","minor commercial","highly commercial","Romania"
"14121","Clupeiformes","Clupeidae","Sprattus sprattus","native","European sprat","Sprot","minor commercial","highly commercial","Romania"
"2396","Cypriniformes","Cyprinidae","Abramis brama","native","Freshwater bream","Lesch obyknovennyi","commercial","highly commercial","Russian Federation"
"3270","Acipenseriformes","Acipenseridae","Acipenser medirostris","native","Green sturgeon","Sterlyad","commercial","minor commercial","Russian Federation"
"4203","Acipenseriformes","Acipenseridae","Acipenser schrenckii","native","Amur sturgeon","Amurskii osetr","commercial","commercial","Russian Federation"
"5187","Scorpaeniformes","Anoplopomatidae","Anoplopoma fimbria","native","Sablefish","угольная рыба","commercial","highly commercial","Russian Federation"
"6180","Pleuronectiformes","Pleuronectidae","Atheresthes evermanni","native","Kamchatka flounder","","commercial","commercial","Russian Federation"
"7165","Gadiformes","Gadidae","Boreogadus saida","native","Polar cod","Saika","commercial","highly commercial","Russian Federation"
"8147","Salmoniformes","Salmonidae","Brachymystax lenok","native","Lenok","Lenok","commercial","commercial","Russian Federation"
"9146","Gadiformes","Lotidae","Brosme brosme","native","Tusk","Menyok","subsistence fisheries","highly commercial","Russian Federation"
"10144","Cypriniformes","Cyprinidae","Carassius gibelio","native","Prussian carp","Obyknovennyi serebryanyi karas'","minor commercial","minor commercial","Russian Federation"
"11134","Petromyzontiformes","Petromyzontidae","Caspiomyzon wagneri","native","Caspian lamprey","Kaspiiskaya minoga ili volzhskaya minoga","minor commercial","commercial","Russian Federation"
"12130","Cypriniformes","Cyprinidae","Chanodichthys erythropterus","native","Predatory carp","Verkhoglyad","commercial","commercial","Russian Federation"
"13126","Clupeiformes","Clupeidae","Clupea harengus","native","Atlantic herring","Baltiyskaya sel'd'","commercial","highly commercial","Russian Federation"
"14122","Clupeiformes","Clupeidae","Clupea pallasii pallasii","native","Pacific herring","Vostochnaya sel'd'","commercial","highly commercial","Russian Federation"
"15105","Clupeiformes","Clupeidae","Clupea pallasii suworowi","native","Chosa herring","Choshskaya sel'd'","commercial","commercial","Russian Federation"
"16102","Clupeiformes","Clupeidae","Clupeonella cultriventris","native","Black and Caspian Sea sprat","черноморско-азовская тюлька","highly commercial","highly commercial","Russian Federation"
"1798","Salmoniformes","Salmonidae","Coregonus autumnalis","native","Arctic cisco","Omul","commercial","commercial","Russian Federation"
"1887","Salmoniformes","Salmonidae","Coregonus nasus","native","Broad whitefish","Chir","minor commercial","commercial","Russian Federation"
"1987","Salmoniformes","Salmonidae","Coregonus sardinella","native","Sardine cisco","Belomorskaya ryapushka","commercial","commercial","Russian Federation"
"2087","Cypriniformes","Cyprinidae","Cyprinus carpio carpio","native","Common carp","Karp","commercial","highly commercial","Russian Federation"
"21127","Gadiformes","Gadidae","Eleginus gracilis","native","Saffron cod","Dal'nevostochnaya navaga","highly commercial","highly commercial","Russian Federation"
"22116","Gadiformes","Gadidae","Eleginus nawaga","endemic","Navaga","Navaga","highly commercial","commercial","Russian Federation"
"2397","Clupeiformes","Engraulidae","Engraulis encrasicolus","native","European anchovy","Hamsa","commercial","highly commercial","Russian Federation"
"2468","Esociformes","Esocidae","Esox lucius","native","Northern pike","Obyknovennaya schuka","commercial","highly commercial","Russian Federation"
"2567","Gadiformes","Gadidae","Gadus macrocephalus","native","Pacific cod","Tikhookeanskaya treska","commercial","highly commercial","Russian Federation"
"2657","Gadiformes","Gadidae","Gadus morhua","native","Atlantic cod","Treska","highly commercial","highly commercial","Russian Federation"
"2757","Cypriniformes","Cyprinidae","Hemibarbus maculatus","native","Spotted steed","пятнистый конь","commercial","commercial","Russian Federation"
"2855","Pleuronectiformes","Pleuronectidae","Hippoglossus stenolepis","native","Pacific halibut","","commercial","highly commercial","Russian Federation"
"2950","Salmoniformes","Salmonidae","Hucho taimen","native","Taimen","Taimen' obyknovennyi","commercial","commercial","Russian Federation"
"3046","Acipenseriformes","Acipenseridae","Huso dauricus","native","Kaluga","Kaluga","commercial","commercial","Russian Federation"
"31109","Osmeriformes","Osmeridae","Hypomesus olidus","native","Pond smelt","Rechnaya malorotaya koryushka","commercial","commercial","Russian Federation"
"3274","Cypriniformes","Cyprinidae","Hypophthalmichthys molitrix","native","Silver carp","Belyi tolstolob","commercial","commercial","Russian Federation"
"3345","Cypriniformes","Cyprinidae","Leuciscus idus","native","Ide","Yaz'","minor commercial","commercial","Russian Federation"
