"ID","Genus Hybrid","Genus","Species Hybrid","Species","Infraspecific Rank","Infraspecific Epithet","Cultivar","No. Locations","Crop Wild Relative","Red List","Red List 1997","CITES Appendix","CITES Last Assessed","Medicinal Distribution","Medicinal Threatened","Medicinal Cites Listed","Medicinal PartUsed","Medicinal Symptoms Treated","Medicinal Reference"
"49919","","Platanthera","","chlorantha","","","","10","No","","","II","2005-01-12","Bosnia and Herzegovina , Czech Republic , Denmark , Estonia , Finland , Hungary , Latvia , Lithuania","x","Appendix II","","","13"
"5734","","Platycladus","","orientalis","","","","107","No","Lower Risk: Near Threatened","Rare","","","China","","","","","42"
"67691","","Platycodon","","grandiflorum","var.","alba","","1","No","","","","","China","","","","","42, 22"
"4569","","Plectranthus","","amboinicus","var.","variegatus","","1","No","","","","","Latin America and the Caribbean","","","","","39"
"7097","","Plectranthus","","barbatus","","","","13","No","","","","","Africa","x","","","","25"
"50038","","Pleiocarpa","","mutica","","","","5","No","","","","","Africa","","","","","34"
"50037","","Pleiocarpa","","pycnantha","","","","3","No","","","","","Africa","","","","","34"
"19938","","Pleione","","bulbocodioides","","","","20","No","","","II","2005-01-12","China , Taiwan","x","Appendix II","","","13"
"3551","","Plumbago","","aphylla","","","","2","No","","","","","Africa","","","","","34"
"3552","","Plumbago","","auriculata","","","","93","No","","","","","Africa","","","","","34"
"3553","","Plumbago","","indica","","","","28","No","","","","","Africa","","","","","34"
"8743","","Plumbago","","zeylanica","","","","37","No","","","","","Africa and Madagascar, India","x","","root","skin diseases, piles, dyspepsia","34, 25, 4, 12, 36"
"73112","","Plumeria","","sp","","","","2","No","","","","","South America","","","","","31"
"101529","","Podocarpus","","neriifolia","","","","3","No","","","","","","x","Appendix II","","","13"
"12843","","Podophyllum","","peltatum","","","","107","No","","","","","US","x","","","","17"
"3571","","Pogostemon","","cablin","","","","39","No","","","","","China","","","","","42"
"50383","","Polianthes","","tuberosa","","","","29","No","","","","","India","","","flower","perfumery","12"
"266763","","Polygala","","senega","","","","6","No","","","","","US","x","","","","17"
"142561","","Polygala","","tenuifolia","","","","1","No","","","","","China","","","","","22"
"50419","","Polygonatum","","biflorum","","","","80","No","","","","","US","x","","","","17"
"50417","","Polygonatum","","kingianum","var.","kingianum","","3","No","","","","","China","","","","","42"
"13467","","Polygonatum","","odoratum","","","","88","No","","","","","China","","","","","42"
"280825","","Polygonatum","","officinale","","","","2","No","","","","","China","","","","","22"
"50416","","Polygonatum","","verticillatum","","","","59","No","","","","","India","x","","root","","40, 24"
"166929","","Polygonum","","alpinum","","","","19","No","","","","","","","","","","26"
"50478","","Polygonum","","amplexicaule","","","","15","No","","","","","India","","","root","root sap is extracted and applied to cure fresh wound in the eyes.","40"
"77883","","Polygonum","","aviculare","","","","41","No","","","","","China, Europe","","","","","22, 21"
"50484","","Polygonum","","bistorta","","","","39","No","","","","","China","","","","","42"
"50459","","Polygonum","","bistortoides","","","","4","No","","","","","US","x","","","","17"
"69806","","Polygonum","","chinense","var.","","","5","No","","","","","China","","","","","22"
"3586","","Polygonum","","multiflorum","","","","8","No","","","","","China","","","","","42, 22"
"50475","","Polygonum","","orientale","","","","16","No","","","","","China","","","","","22"
"142394","","Polygonum","","plebeium","","","","3","No","","","","","Africa","","","","","34"
"77968","","Polypodium","","lepidopteris","","","","3","No","","","","","South America","","","","","31"
"50589","","Polystachya","","concreta","","","","13","No","","","II","2005-01-12","Dominica , Grenada , Guadeloupe , Martinique , Montserrat , Saint Kitts and Nevis , Saint Lucia , Sa","x","Appendix II","","","13, 17"
"50588","","Polystachya","","pubescens","","","","18","No","","","","","","x","Appendix II","","","13"
"50790","","Portulaca","","oleracea","","","","50","No","","","","","Africa, China, India","","","whole plant","urinary diseases, diarrhoea, diabetes, skin diseases, scurvy, liver diseases","34, 22, 12"
"73591","","Portulaca","","quadrifida","","","","3","No","","","","","Africa","","","","","34"
"271433","","Portulaca","","sativa","","","","1","No","","","","","China","","","","","22"
"17919","","Potentilla","","erecta","","","","64","No","","","","","Europe","","","","","21"
"11737","","Potentilla","","reptans","","","","48","No","","","","","Europe","","","","","21"
"153736","","Pothomorphe","","umbellata","","","","0","No","","","","","South America","","","","","19"
"3610","","Pouteria","","sapota","","","","30","No","","","","","Latin America and the Caribbean","","","","","39"
"72348","","Premna","","integrifolia","","","","2","No","","","","","India","","","root","analgesic, anti-inflammatory","12"
"8169","","Premna","","serratifolia","","","","6","No","","","","","India","","",".","anti-inflammatory, analgesic","12"
"51045","","Primula","","macrophylla","","","","10","No","","","","","North Pakistan","","","","","26"
"9298","","Primula","","veris","subsp.","macrocalyx","","33","No","","","","","Europe","","","","","21"
"51171","","Prinsepia","","utilis","","","","8","No","","","","","India","","","root","Root extract is taken orally as an antidote to neutralize the effect of poison intake. Root paste after heating at low temperature in an earthen pot is applied on wounds.","40"
"225123","","Prionium","","serratum","","","","10","No","","","","","Africa","x","","","","37"
"51200","","Prosopis","","cineraria","","","","4","No","","","","","India","","","bark","asthma, worms","12"
"130392","","Prosopis","","juliflora","","","","27","No","","","","","Latin America and the Caribbean","","","","","39"
"3635","","Prosopis","","spicigera","","","","1","No","","","","","India","","","bark","rheumatism","12"
"96907","","Protea","","gaguedi","","","","2","No","","","","","Africa","x","","","","29"
"3670","","Prunella","","vulgaris","","","","98","No","","","","","China","","","","","42"
"70335","","Prunus","","africana","","","","14","Yes","Vulnerable","","II","1995-02-16","Angola , Burundi , Cameroon , Democratic Republic of the Congo , Equatorial Guinea , Ethiopia , Keny","x","Appendix II","","","7, 29, 25, 13, 15"
"51260","","Prunus","","amygdalus","","","","4","Yes","","","","","India, North Pakistan","","","fruit, seed,","skin diseases","12, 26"
"3672","","Prunus","","armeniaca","","","","32","Yes","","","","","China, India","","","seed, kernel, leaf","asthma, constipation","42, 22, 12"
"20511","","Prunus","","avium","","","Plena","35","Yes","","","","","Europe","","","","","21"
"130398","","Prunus","","cerasus","subsp.","acida","","3","Yes","","","","","India","","","stem bark","fever, skin diseases","12"
"7748","","Prunus","","mume","","","","39","Yes","","","","","China","","","","","22"
"3678","","Prunus","","persica","","","","48","Yes","","","","","China","","","","","42,22"
"51253","","Prunus","","serotina","var.","salicifolia","","1","Yes","","","","","US","x","","","","17"
"51295","","Prunus","","spinosa","","","","101","Yes","","","","","Europe","","","","","21"
"51255","","Prunus","","virginiana","var.","virginiana","","3","Yes","","","","","US","x","","","","17"
"153860","","Pseudocalymma","","alliaceum","","","","1","No","","","","","South America","","","","","31"
"3697","","Psidium","","guajava","","","","111","Yes","","","","","India, South America and the Caribbean","","","leaf, bark","diarrhoea","12, 31, 28, 39"
"193438","","Psophocarpus","","scandens","","","","2","No","","","","","Africa","","","","","34"
"264811","","Psoralea","","corylifolia","","","","1","No","","","","","China, India","","","fruit, seed","psoriasis","42, 22, 12"
"80027","","Psoralea","","glandulosa","","","","6","No","","","","","South America","","","","","31"
"96829","","Psorospermum","","febrifugum","","","","3","No","","","","","Africa","x","","","","29"
"96925","","Psychotria","","eminiana","","","","1","No","","","","","Africa","","","","","34"
"51458","","Pteridium","","aquilinum","var.","latiusculum","","7","No","","","","","Africa","","","","","34"
"14006","","Pteris","","multifida","","","","38","No","","","","","China","","","","","22"
"6969","","Pterocarpus","","angolensis","","","","8","No","Lower Risk: Near Threatened","","","","Africa","","","","","34"
"153939","","Pterocarpus","","marsupium","","","","3","No","Vulnerable","","","","India","","","gum","diabetes, astringent, abdominal pain","12, 4"
"98880","","Pterocarpus","","santalinus","","","","3","No","Endangered","Endangered","II","1995-02-16","India","x","Appendix II","","","14, 27, 24, 13"
"70359","","Pterocarpus","","soyauxii","","","","2","No","","","","","Africa","","","","","34"
"157906","","Pterolobium","","stellatum","","","","3","No","","","","","Africa","","","","","34"
"51608","","Pueraria","","lobata","","","","23","No","","","","","China","","","","","42, 22"
"13445","","Pulmonaria","","officinalis","","","","65","No","","","","","Europe","","","","","21"
"51650","","Pulsatilla","","chinensis","","","","9","No","","","","","China","","","","","42, 22"
"3718","","Punica","","granatum","","","","138","Yes","Least Concern","","","","India, China","","","seed, dried fruit","cough, digestive, piles, pimples, dysentery, stomach ache, diarrhoea","12, 41, 22, 22"
"51725","","Pyrola","","rotundifolia","","","","16","No","","","","","China","","","","","22"
"15069","","Pyrrosia","","lingua","","","","53","No","","","","","China","","","","","22"
"8035","","Quassia","","amara","","","","24","No","","","","","South America","","","","","31"
"21272","","Quercus","","alba","","","","150","No","","","","","US","x","","","","17"
"19429","","Quercus","","cerris","","","","120","No","","","","","Europe","","","","","21"
"51834","","Quercus","","dalechampii","","","","12","No","","","","","Europe","","","","","21"
"6996","","Quercus","","robur","","","","166","No","Least Concern","","","","Europe","","","","","21"
"3758","","Quillaja","","saponaria","","","","43","No","","","","","South America","","","","","31"
"6609","","Quisqualis","","indica","","","","54","No","","","","","China","","","","","42, 22"
"166860","","Randia","","dumetorum","","","","2","No","","","","","India","","","fruit","dysentery","12"
"63135","","Randia","","spinosa","","","","5","No","","","","","India","","","fruit","dysentery","12"
"52148","","Raphia","","hookeri","","","","2","No","","","","","Africa","","","","","34"
"52159","","Rauvolfia","","serpentina","","","","29","No","","","II","1990-01-18","India","x","Appendix II","roots","anti-hypertensive, hypnotic, sedative, increases uterine contractions in labour","30, 14, 27, 24, 13, 12"
"6039","","Rauvolfia","","verticillata","","","","17","No","","","","","China","","","","","22"
"9045","","Rauvolfia","","vomitoria","","","","22","No","","","","","Africa","x","","","","15, 29, 7, 36"
"184179","","Rauwolfia","","tetraphylla","","","","0","No","","","","","India","","","","","11"
"3770","","Ravenala","","madagascariensis","","","","75","No","","","","","Africa","","","","","7, 34"
"52220","","Rehmannia","","glutinosa","","","","15","No","","","","","China","","","","","42, 22"
"96910","","Rhamnus","","prinoides","","","","8","No","","","","","Africa","x","","","","29, 25"
"11992","","Rhamnus","","purshiana","","","","24","No","","","","","India, US","x","","bark","laxative","12, 17"
"157238","","Rhamnus","","staddo","","","","1","No","","","","","Africa","x","","","","25"
"79806","","Rheum","","australe","","","","24","No","","","","","India, North Pakistan","x","","aerial parts","to cure swelling","40, 26, 24"
"13722","","Rheum","","nobile","","","","8","No","","","","","India","x","","","","14"
"52388","","Rheum","","tanguticum","","","","5","No","","","","","China","","","","","22"
"3798","","Rhipsalis","","baccifera","","","","96","No","","","II","1986-08-29","US, Central America, the Caribbean","x","Appendix II","","","13, 17"
"11528","","Rhodiola","","rosea","subsp.","rosea","","3","No","","","","","Europe, US","","","","","21, 17"
"52600","","Rhododendron","","anthopogon","","","","9","No","","","","","India","x","","","","24"
"20866","","Rhododendron","","arboreum","subsp.","nilagiricum","","4","No","","","","","India","","","flowers","nose bleeds","40"
"193354","","Rhoicissus","","revoilii","","","","4","No","","","","","Africa","x","","","","25"
"193774","","Rhoicissus","","tridentata","","","","2","No","","","","","Africa","x","","","","25"
"5965","","Rhus","","aromatica","","","","111","No","","","","","US","x","","","","17"
"17041","","Rhus","","glabra","var.","cismontana","","3","No","","","","","US","x","","","","17"
"5968","","Rhus","","lancea","","","","16","No","","","","","Africa","x","","","","29"
"13893","","Rhus","","natalensis","","","","3","No","","","","","Africa","x","","","","29"
"53133","","Rhus","","succedanea","","","","18","No","","","","","India","","","fruit, seed","abdominal tumour, dysentery","12"
"8987","","Rhus","","vulgaris","","","","1","No","","","","","Africa","x","","","","29"
"13784","","Ribes","","nigrum","","","","70","No","","","","","Europe, India","","","leaf","cold, sore throat, fever","21, 12"
"19089","","Ricinus","","communis","","","","93","No","","","","","India, China, South America and the Caribbean, Africa and Madagascar","","","seed, root","rheumatism, skin diseases, dandruff, constipation, epilepsy","12, 42, 39, 36"
"12217","","Robinia","","pseudoacacia","","","","156","No","","","","","Europe","","","","","21"
"8728","","Rosa","x","alba","","","Celeste","0","No","","","","","Europe","","","","","21"
"19664","","Rosa","","canina","","","","105","No","","","","","Europe","","","","","21"
"8683","","Rosa","x","centifolia","","","Belle des Jardins","0","No","","","","","India","","","petals","laxative, carminative, cardiac tonic","12"
"3840","","Rosa","","damascena","","","","24","No","","","","","Europe","","","","","21"
"3843","","Rosa","","laevigata","","","","22","No","","","","","China","","","","","42, 22"
"53423","","Rosa","","webbiana","","","","20","No","","","","","North Pakistan","","","","","26"
"3851","","Rosmarinus","","officinalis","","","","139","No","","","","","Europe, India","","","leaf","indigestion, common cold, rheumatism","21, 12"
"7880","","Rothmannia","","longiflora","","","","6","No","","","","","Africa","","","","","34"
"53520","","Rubia","","tinctorum","","","","52","No","","","","","Europe","","","","","21"
"16224","","Rubus","","idaeus","var.","canadensis","","3","Yes","","","","","Europe","","","","","21"
"53590","","Rubus","","niveus","","","","7","Yes","","","","","India","","","fresh root tips","fresh root tips are used for curing excessive bleeding during menstrual cycle. ","40"
"21177","","Rumex","","alpinus","","","","29","No","","","","","Europe","","","","","21, 26"
"53667","","Rumex","","crispus","","","","47","No","","","","","China","","","","","22"
"13847","","Rumex","","nepalensis","","","","7","No","","","","","Africa","","","","","34"
"130846","","Rumex","","patientia","","","","31","No","","","","","China, North Pakistan","","","","","22"
"3882","","Ruscus","","aculeatus","","","","132","No","","","","","Europe","x","","","","38"
"3885","","Ruta","","graveolens","","","","122","No","","","","","Europe, India","","","","","21, 4"
"72490","","Salacia","","oblonga","","","","1","No","","","","","India","x","","","","14, 24"
"72495","","Salacia","","reticulata","","","","1","No","","","","","India","x","","","","14, 24"
"7938","","Salix","","alba","","","","75","No","","","","","Europe","","","","","21"
"3908","","Salix","","purpurea","","","","74","No","","","","","Europe","","","","","21"
"72498","","Salix","","tetrasperma","","","","2","No","","","","","India","","",".","urinary tract infections","12"
"53888","","Salvadora","","persica","","","","11","No","","","","","Africa","x","","bark, leaf","rheumatism","29, 25, 12"
"3915","","Salvia","","apiana","","","","40","No","","","","","US","x","","","","17"
"3960","","Salvia","","officinalis","","","","142","No","","","","","India, Europe","","","leaf","stress, infections, sore throat","12, 9, 21"
"53961","","Salvia","","tomentosa","","","","18","No","","","","","Europe","","","","","21"
"54010","","Sambucus","","ebulus","","","","63","No","","","","","Europe","","","","","21"
"13789","","Sambucus","","nigra","","","","119","No","","","","","Europe, US","","","","","21, 17"
"54027","","Samolus","","valerandi","","","","34","No","","","","","Africa","","","","","34"
"54031","","Sanguinaria","","canadensis","var.","multiplex","","12","No","","","","","US","x","","","","17"
"54035","","Sanguisorba","","officinalis","","","","89","No","","","","","China","","","","","42, 22"
"54111","","Santalum","","album","","","","16","No","Vulnerable","","","","India","x","","wood","volatile oil, sedative, astringent, genito-urinary infections, diuretic, coolant, blood purifier","12, 24"
"154373","","Sapindus","","emarginatus","","","","0","No","","","","","India","x","","","","24"
"72511","","Sapindus","","trifoliatus","","","","4","No","","","","","India","","","seed & fruit rind","hair cleanser, hair tonic","12"
"3988","","Saponaria","","officinalis","","","","116","No","","","","","Europe","","","","","21"
"142825","","Saposhnikovia","","divaricata","","","","6","No","","","","","China","","","","","42"
"98884","","Saraca","","asoca","","","","5","No","Vulnerable","","","","India","x","","bark","uterine tonic, sedative, astringent","24, 12"
"17558","","Sarracenia","","flava","","","","70","No","Lower Risk: Least Concern","Rare","II","1987-10-22","US","x","Appendix II","","","13"
"8025","","Sarracenia","","purpurea","","","","74","No","","","II","1987-10-22","US","x","Appendix II","","","17, 13"
"21252","","Sassafras","","albidum","","","","115","No","","","","","US","x","","","","17"
"16332","","Satureja","","hortensis","","","","53","No","","","","","Europe","","","","","21"
"4035","","Satureja","","montana","","","","97","No","","","","","Europe","","","","","21, 9"
"60655","","Saussurea","","costus","","","","4","No","","Endangered","I","1985-08-01","India","x","Appendix I","roots","root paste is applied externally to cure joint pains","40"
"13526","","Saussurea","","obvallata","","","","4","No","","","","","India","x","","","","14, 24"
"5971","","Schinus","","molle","","","","67","No","","","","","South America","","","","","31"
"19334","","Schisandra","","chinensis","","","","84","No","","","","","China","","","","","22, 42"
"262755","","Schizonepeta","","tenuifolia","","","","4","No","","","","","China","","","","","42, 22"
"54699","","Schizozygia","","coffaeoides","","","","3","No","","","","","Africa","","","","","34"
"157218","","Schkuhria","","pinnata","","","","8","No","","","","","South America","","","","","31"
"6465","","Schlumbergera","","truncata","","","","34","No","","Vulnerable","II","2003-02-13","Brazil","x","Appendix II","","","13"
"54745","","Scilla","","natalensis","","","","21","No","","","","","Africa","x","","","","29"
"5973","","Sclerocarya","","birrea","","","","11","No","","","","","Africa","x","","","","34, 25"
"72568","","Scoparia","","dulcis","","","","11","No","","","","","South America","","","","","31"
"54860","","Scorzonera","","hispanica","","","","42","No","","","","","Africa","","","","","34"
"195730","","Scrophularia","","marilandica","","","","14","No","","","","","US","x","","","","17"
"13775","","Scrophularia","","ningpoensis","","","","6","No","","","","","China","","","","","42, 22"
"54893","","Scutellaria","","baicalensis","","","","46","No","","","","","China","","","","","42, 22"
"54923","","Scutellaria","","barbata","","","","6","No","","","","","China","","","","","42"
"54902","","Scutellaria","","galericulata","","","","37","No","","","","","US","x","","","","17"
"4075","","Scutellaria","","lateriflora","","","","32","No","","","","","US","x","","","","17"
"96911","","Scutia","","myrtina","","","","2","No","","","","","Africa","x","","","","25"
"54973","","Secale","","cereale","","","","29","Yes","","","","","Africa","","","","","34"
"54978","","Sechium","","edule","","","","18","No","","","","","Africa","","","","","34"
"72573","","Securinega","","virosa","","","","4","No","","","","","Africa","","","","","36"
"21444","","Sedum","","acre","","","","90","No","","","","","Europe","","","","","21"
"55179","","Selaginella","","tamariscina","","","","5","No","","","","","China","","","","","22"
"55191","","Selinum","","tenuifolium","","","","2","No","","","","","India","","","roots","","40"
"72582","","Semecarpus","","anacardium","","","","3","No","","","","","India","","","nut","anaemia, fever, pimples, psoriasis, sore throat, splenitis, sprain, toothache, warts","12, 4"
"55202","","Semiaquilegia","","adoxoides","","","","13","No","","","","","China","","","","","22"
"55286","","Senecio","","nudicaulis","","","","2","No","","","","","North Pakistan","","","","","26"
"6533","","Senna","","alata","","","","19","No","","","","","Latin America and the Caribbean","","","","","39"
"18332","","Senna","","didymobotrya","","","","23","No","","","","","Africa","x","","","","25"
"157319","","Senna","","obtusifolia","","","","12","No","","","","","Africa","","","","","34"
"6540","","Senna","","occidentalis","","","","17","No","","","","","Latin America and the Caribbean","","","","","39"
"6543","","Senna","","singueana","","","","6","No","","","","","Africa","x","","","","25"
"4126","","Serenoa","","repens","","","","55","No","","","","","US","x","","","","17"
"191427","","Sesamum","","alatum","","","","3","Yes","","","","","Africa","","","","","34"
"157317","","Sesamum","","angolense","","","","1","Yes","","","","","Africa","","","","","34"
"157216","","Sesamum","","angustifolium","","","","1","Yes","","","","","Africa","","","","","34"
"55443","","Sesamum","","indicum","","","","38","Yes","","","","","India, China, South America","","","seed, oil","rheumatism, piles, tumour,","12, 22, 31"
"6976","","Sesbania","","grandiflora","","","","16","No","","","","","India","","","bark, leaf","jaundice, colic, pain","12"
"4133","","Seseli","","libanotis","","","","30","No","","","","","North Pakistan","","","","","26"
"12362","","Sesuvium","","portulacastrum","","","","21","No","","","","","Africa","","","","","34"
"55466","","Setaria","","italica","","","","28","No","","","","","Africa","","","","","34"
"72595","","Shorea","","robusta","","","","2","No","Lower Risk: Least Concern","","","","India","","","resin","colic, ophthalmic disorders","12"
"18930","","Sida","","cordifolia","","","","4","No","","","","","India, South America","","","plant, root","ulcer, rheumatism","12, 31"
"11652","","Sida","","rhombifolia","","","","18","No","","","","","South America and the Caribbean","","","","","31, 39"
"55533","","Sideritis","","scardica","","","","13","No","","","","","Europe","","","","","21"
"264313","","Siegesbeckia","","orientalis","","","","5","No","","","","","China","","","","","42"
"154577","","Simarouba","","glauca","","","","16","No","","","","","Latin America and the Caribbean","","","","","39"
"21270","","Sinapis","","alba","","","","46","No","","","","","Europe, China","","","","","21, 42"
"75075","","Sinapis","","arvensis","","","","24","No","","","","","Europe","","","","","21"
"55734","","Siphonochilus","","aethiopicus","","","","6","No","","Indeterminate","","","Africa","x","","","","37, 7, 29"
"55741","","Sisymbrium","","irio","","","","10","No","","","","","India","","","seed","asthma","12"
"242663","","Smallanthus","","sonchifolius","","","","4","No","","","","","South America","","","","","31"
"19365","","Smilax","","china","","","","23","No","","","","","India","","","root","gout, rheumatism, skin diseases, urogenital diseases, asthma, tumour","12"
"81677","","Smilax","","officinalis","","","","4","No","","","","","South America","","","","","31"
"68289","","Smilax","","zeylanica","subsp.","zeylanica","","1","No","","","","","India","x","","","","24"
"55903","","Solanum","","aethiopicum","","","","10","Yes","","","","","Africa","","","","","34"
"21126","","Solanum","","americanum","","","","20","Yes","","","","","Africa, China","","","","","34, 22, 39"
"21054","","Solanum","","anguivi","","","","4","Yes","","","","","Africa","","","","","34"
"55888","","Solanum","","dulcamara","","","","88","Yes","","","","","Europe","","","","","21"
"156726","","Solanum","","incanum","","","","4","Yes","","","","","Africa","x","","","","25"
"55900","","Solanum","","macrocarpon","","","","12","Yes","","","","","Africa","","","","","34"
"55884","","Solanum","","melongena","","","","29","Yes","","","","","Africa, India, the Caribbean","","","","","34, 4"
"55875","","Solanum","","nigrum","","","","49","Yes","","","","","China, Africa and Madagascar, India","","","berry, leaf, seed","fever, stomachic, asthma, skin disorders, bladder inflammation","22, 36, 12"
"55883","","Solanum","","scabrum","","","","6","Yes","","","","","Africa","","","","","34"
"9714","","Solanum","","torvum","","","","13","Yes","","","","","Africa","","","","","34"
"55891","","Solanum","","tuberosum","","","","32","Yes","","","","","Latin America and the Caribbean","","","","","39"
"55901","","Solanum","","villosum","","","","4","Yes","","","","","Africa","","","","","34"
"154626","","Solanum","","xanthocarpum","","","","1","Yes","","","","","India","","","root, fruit smoke, leaf paste, leaf juice","respiratory disorders, stomachic, sore throat, toothache, headache","12, 41"
"19710","","Solidago","","canadensis","","","","84","No","","","","","US","x","","","","17"
"55971","","Solidago","","odora","","","","27","No","","","","","US","x","","","","17"
"86024","","Solidago","","virga-aurea","","","
","1","No","","","","","Europe","","","","","21"
"80608","","Sonchus","","asper","","","","18","No","","","","","Africa","","","","","34"
"130958","","Sonchus","","oleraceus","","","","33","No","","","","","Africa","","","","","34"
"56005","","Sophora","","alopecuroides","","","","7","No","","","","","North Pakistan","","","","","26"
"6979","","Sophora","","flavescens","","","","39","No","","","","","China","","","","","42"
"4191","","Sophora","","japonica","","","","104","No","","","","","China, Europe","","","","","42, 22, 21"
"55997","","Sophora","","mollis","var.","griffithii","","2","No","","","","","North Pakistan","","","","","26"
"20664","","Sorbus","","aucuparia","","","","141","No","","","","","Europe","","","","","21"
"4195","","Sorghum","","bicolor","","","","33","Yes","","","","","Africa","","","","","34"
"4200","","Spathodea","","campanulata","","","","74","No","","","","","Africa","","","","","34"
"56282","","Spigelia","","marilandica","","","","40","No","","","","","US","","","","","17"
"13404","","Spilanthes","","oleracea","","","","12","No","","","","","India","","","root","gout, scurvy, bladder, asthma, rheumatism","12"
"10739","","Spiranthes","","sinensis","","","","5","No","","","II","2005-01-12","Australia , Hong Kong, China , India , Indonesia , Solomon Islands , Viet Nam","x","Appendix II","","","13"
"4204","","Spondias","","mombin","","","","23","Yes","","","","","South America, Africa and Madagascar","","","","","31, 36"
"4211","","Stachytarpheta","","jamaicensis","","","","32","No","","","","","South America","","","","","31"
"4213","","Stangeria","","eriopus","","","","83","No","Near Threatened","Rare","I","1975-07-01","Africa","x","","","","37, 29"
"157908","","Steganotaenia","","araliacea","","","","7","No","","","","","Africa","x","","","","29, 25"
"56597","","Stellaria","","media","","","","33","No","","","","","Europe","","","","","21"
"217990","","Stemona","","sessilifolia","","","","3","No","","","","","China","","","","","22"
"4223","","Stenochlaena","","tenuifolia","","","","29","No","","","","","Africa","","","","","34"
"72667","","Sterculia","","urens","","","","2","No","","","","","India","","","gum","laxative","12"
"14858","","Sternbergia","","lutea","","","","81","No","","","II","1990-01-18","Albania , Algeria , Azerbaijan , Bosnia and Herzegovina , France , Greece , Iran (Islamic Republic o","x","Appendix II","","","13"
"4231","","Stevia","","rebaudiana","","","","52","No","","","","","South America","","","","","31"
"154812","","Stillingia","","sylvatica","","","","0","No","","","","","US","x","","","","17"
"6041","","Strophanthus","","amboensis","","","","4","No","","","","","Africa","","","","","34"
"72696","","Strophanthus","","boivinii","","","","5","No","","","","","Africa","","","","","34"
"56847","","Strophanthus","","courmontii","","","","3","No","","","","","Africa","","","","","34"
"6044","","Strophanthus","","gratus","","","","22","No","","","","","Africa","","","","","7"
"72692","","Strophanthus","","hispidus","","","","8","No","","","","","Africa","","","","","34"
"56844","","Strophanthus","","kombe","","","","8","No","","","","","Africa","","","","","34, 36"
"72690","","Strophanthus","","petersianus","","","","10","No","","","","","Africa","","","","","34"
"56845","","Strophanthus","","preussii","","","","19","No","","","","","Africa","","","","","34"
"4245","","Strophanthus","","sarmentosus","","","","12","No","","","","","Africa","","","","","34"
"4246","","Strophanthus","","speciosus","","","","17","No","","","","","Africa","","","","","34"
"72695","","Strophanthus","","welwitschii","","","","1","No","","","","","Africa","","","","","34"
"157313","","Strychnos","","henningsii","","","","3","No","","","","","Africa","x","","","","25"
"56861","","Strychnos","","nux-vomica","","","","21","No","","","","","Africa","","","","","36"
"4248","","Strychnos","","potatorum","","","","6","No","","","","","India","x","","seed","tonic, demulcent, water-purifier","14, 12"
"154844","","Stryphnodendron","","barbatimao","","","","0","No","","","","","South America","","","","","31"
"73607","","Styrax","","benzoin","","","","4","No","","","","","India","","","gum","chronic cough, skin- disorders","12"
"56934","","Sutherlandia","","frutescens","","","","25","No","","","","","Africa","","","","","7"
"56941","","Swartzia","","madagascariensis","","","","2","No","","","","","Africa","x","","","","29"
"262206","","Swertia","","chirata","","","","1","No","","","","","India","","","","","20"
"56964","","Swertia","","petiolata","","","","12","No","","","","","","","","","","26"
"4255","","Swietenia","","macrophylla","","","","57","No","Vulnerable","","II","2003-02-13","Africa","","","","","34"
"4256","","Swietenia","","mahagoni","","","","58","No","Endangered","","II","1992-06-11","Africa","","","","","34, 31"
"61661","","Symphonia","","globulifera","","","","4","No","","","","","Africa","","","","","34"
"4262","","Symphytum","","officinale","","","","109","No","","","","","Europe, Africa","","","","","21, 34"
"57009","","Symplocarpus","","foetidus","","","","50","No","","","","","US","x","","","","17"
"8973","","Syringa","","vulgaris","","","","126","No","","","","","Europe","","","","","21"
"57095","","Syzygium","","aromaticum","","","","21","Yes","","","","","India, Africa and Madagascar, South America and the Caribbean","","","flower bud","wound, burn","12, 39, 36"
"4269","","Syzygium","","cumini","","","","27","Yes","","","","","India","","","leaf juice, leaf paste, fresh fruits","diabetes, indigestion, stomach ache","4, 41"
"62207","","Syzygium","","guineense","","","","4","Yes","","","","","Africa","","","","","6"
"4270","","Syzygium","","jambos","","","","64","Yes","","","","","South America","","","","","31"
"154957","","Tabebuia","","heptaphylla","","","","4","No","","","","","South America","","","","","19"
"4277","","Tabebuia","","impetiginosa","","","","27","No","Lower Risk: Least Concern","","","","South America","","","","","31"
"156571","","Tabernaemontana","","coffeoides","","","","2","No","","","","","Africa","","","","","34"
"4280","","Tabernaemontana","","crassa","","","","4","No","","","","","Africa","","","","","34"
"4282","","Tabernaemontana","","elegans","","","","12","No","","","","","Africa","","","","","34"
"154994","","Tabernaemontana","","pachysiphon","","","","12","No","","","","","Africa","","","","","34"
"193620","","Tabernaemontana","","stapfiana","","","","4","No","","","","","Africa","","","","","34"
"6049","","Tabernaemontana","","ventricosa","","","","7","No","","","","","Africa","","","","","34"
"81464","","Tabernanthe","","iboga","","","","11","No","","","","","Africa","","","","","34"
"17918","","Tagetes","","erecta","","","Crackerjack","0","No","","","","","India, Africa, Europe","","","flower","bronchitis, piles, rheumatism,","12, 34, 21"
"4289","","Tagetes","","lucida","","","","45","No","","","","","Latin America and the Caribbean","","","","","39"
"57133","","Talinum","","portulacifolium","","","","4","No","","","","","Africa","","","","","34"
