"cwr_id","orig_record","sp","spp","var","auth"
1256,"Prunus pensylvanica L. f.","Prunus pensylvanica",,,"L. f."
1257,"Prunus persica (L.) Batsch","Prunus persica",,,"(L.) Batsch"
1258,"Prunus pleiocerasus Koehne","Prunus pleiocerasus",,,"Koehne"
1259,"Prunus prostrata Labill.","Prunus prostrata",,,"Labill."
1260,"Prunus pseudocerasus Lindl.","Prunus pseudocerasus",,,"Lindl."
1261,"Prunus pumila L.","Prunus pumila",,,"L."
1262,"Prunus pumila var. besseyi (L. H. Bailey) Gleason","Prunus pumila",,"besseyi ","(L. H. Bailey) Gleason"
1263,"Prunus ramburii Boiss.","Prunus ramburii",,,"Boiss."
1264,"Prunus rivularis Scheele","Prunus rivularis",,,"Scheele"
1265,"Prunus salicina Lindl.","Prunus salicina",,,"Lindl."
1266,"Prunus salicina Lindl. var. salicina ","Prunus salicina",,"salicina ","Lindl. "
1267,"Prunus scoparia (Spach) C. K. Schneid.","Prunus scoparia",,,"(Spach) C. K. Schneid."
1268,"Prunus serrula Franch.","Prunus serrula",,,"Franch."
1269,"Prunus serrulata var. lannesiana (Carriere) Makino","Prunus serrulata",,"lannesiana ","(Carriere) Makino"
1270,"Prunus sibirica L.","Prunus sibirica",,,"L."
1271,"Prunus simonii Carriere","Prunus simonii",,,"Carriere"
1272,"Prunus spinosa L.","Prunus spinosa",,,"L."
1273,"Prunus spinosissima (Bunge) Franch.","Prunus spinosissima",,,"(Bunge) Franch."
1274,"Prunus subcordata Benth.","Prunus subcordata",,,"Benth."
1275,"Prunus subhirtella Miq.","Prunus subhirtella",,,"Miq."
1276,"Prunus tenella Batsch","Prunus tenella",,,"Batsch"
1277,"Prunus texana D. Dietr.","Prunus texana",,,"D. Dietr."
1278,"Prunus tomentosa Thunb.","Prunus tomentosa",,,"Thunb."
1279,"Prunus trichamygdalus Hand.-Mazz.","Prunus trichamygdalus",,,"Hand.-Mazz."
1280,"Prunus triloba Lindl.","Prunus triloba",,,"Lindl."
1281,"Prunus turcomanica (Lincz.) Kitam.","Prunus turcomanica",,,"(Lincz.) Kitam."
1282,"Prunus umbellata Elliott","Prunus umbellata",,,"Elliott"
1283,"Prunus ursina Kotschy","Prunus ursina",,,"Kotschy"
1284,"Prunus ussuriensis Kovalev & Kostina","Prunus ussuriensis",,,"Kovalev & Kostina"
1285,"Prunus webbii (Spach) Vierh.","Prunus webbii",,,"(Spach) Vierh."
1286,"Pyrus _ canescens Spach","Pyrus _",,,"canescens Spach"
1287,"Pyrus _ michauxii Bosc ex Poir.","Pyrus _",,,"michauxii Bosc ex Poir."
1288,"Pyrus armeniacifolia T.T. Yu","Pyrus armeniacifolia",,,"T.T. Yu"
1289,"Pyrus betulifolia Bunge","Pyrus betulifolia",,,"Bunge"
1290,"Pyrus boissieriana Buhse","Pyrus boissieriana",,,"Buhse"
1291,"Pyrus bretschneideri Rehder","Pyrus bretschneideri",,,"Rehder"
1292,"Pyrus calleryana Decne.","Pyrus calleryana",,,"Decne."
1293,"Pyrus caucasica Fed.","Pyrus caucasica",,,"Fed."
1294,"Pyrus communis subsp. pyraster (L.) Ehrh.","Pyrus communis","pyraster",,"(L.)"
1295,"Pyrus cordata Desv.","Pyrus cordata",,,"Desv."
1296,"Pyrus cossonii Rehder","Pyrus cossonii",,,"Rehder"
1297,"Pyrus dimorphophylla Makino","Pyrus dimorphophylla",,,"Makino"
1298,"Pyrus elaeagnifolia Pall.","Pyrus elaeagnifolia",,,"Pall."
1299,"Pyrus fauriei Schneid.","Pyrus fauriei",,,"Schneid."
1300,"Pyrus gharbiana Trab.","Pyrus gharbiana",,,"Trab."
1301,"Pyrus glabra Boiss.","Pyrus glabra",,,"Boiss."
1302,"Pyrus hondoensis Nakai & Kikuchi","Pyrus hondoensis",,,"Nakai & Kikuchi"
1303,"Pyrus hopeiensis T. T. Yu","Pyrus hopeiensis",,,"T. T. Yu"
1304,"Pyrus koehnei Schneid.","Pyrus koehnei",,,"Schneid."
1305,"Pyrus korshinskyi Litv.","Pyrus korshinskyi",,,"Litv."
1306,"Pyrus mamorensis Trab.","Pyrus mamorensis",,,"Trab."
1307,"Pyrus nivalis Jacq.","Pyrus nivalis",,,"Jacq."
1308,"Pyrus pashia P. Don.","Pyrus pashia",,,"P. Don."
1309,"Pyrus phaeocarpa Rehder","Pyrus phaeocarpa",,,"Rehder"
1310,"Pyrus pseudopashia T.T. Yu","Pyrus pseudopashia",,,"T.T. Yu"
1311,"Pyrus pyrifolia Nakai","Pyrus pyrifolia",,,"Nakai"
1312,"Pyrus pyrifolia Nakai var. pyrifolia ","Pyrus pyrifolia",,"pyrifolia ","Nakai "
1313,"Pyrus pyrifolia var. culta (Makino) Nakai","Pyrus pyrifolia",,"culta ","(Makino) Nakai"
1314,"Pyrus regelii Rehd.","Pyrus regelii",,,"Rehd."
1315,"Pyrus salicifolia Pall.","Pyrus salicifolia",,,"Pall."
1316,"Pyrus serrulata Rehder","Pyrus serrulata",,,"Rehder"
1317,"Pyrus spinosa Forssk.","Pyrus spinosa",,,"Forssk."
1318,"Pyrus syriaca Boiss.","Pyrus syriaca",,,"Boiss."
1319,"Pyrus turcomanica Maleev","Pyrus turcomanica",,,"Maleev"
1320,"Pyrus ussuriensis Maxim.","Pyrus ussuriensis",,,"Maxim."
1321,"Pyrus xerophila T. T. Yu","Pyrus xerophila",,,"T. T. Yu"
1322,"Raphanus raphanistrum L.","Raphanus raphanistrum",,,"L."
1323,"Raphanus raphanistrum L. subsp. raphanistrum ","Raphanus raphanistrum","raphanistrum",,"L. subsp. raphanistrum "
1324,"Raphanus raphanistrum subsp. landra (Moretti ex DC.) Bonnier & Layens","Raphanus raphanistrum","landra",,"(Moretti"
1325,"Raphanus raphanistrum subsp. rostratus (DC.) Thell.","Raphanus raphanistrum","rostratus",,"(DC.)"
1326,"Raphanus sativus L.","Raphanus sativus",,,"L."
1327,"Ribes aciculare Sm.","Ribes aciculare",,,"Sm."
1328,"Ribes alpestre Wall. ex Decne.","Ribes alpestre",,,"Wall. ex Decne."
1329,"Ribes altissimum Turcz. ex Pojark","Ribes altissimum",,,"Turcz. ex Pojark"
1330,"Ribes americanum Mill.","Ribes americanum",,,"Mill."
1331,"Ribes binominatum A. Heller","Ribes binominatum",,,"A. Heller"
1332,"Ribes bracteosum Douglas","Ribes bracteosum",,,"Douglas"
1333,"Ribes burejense F. Schmidt","Ribes burejense",,,"F. Schmidt"
1334,"Ribes curvatum Small","Ribes curvatum",,,"Small"
1335,"Ribes cynosbati L.","Ribes cynosbati",,,"L."
1336,"Ribes dikuscha Fisch. ex Turcz.","Ribes dikuscha",,,"Fisch. ex Turcz."
1337,"Ribes divaricatum Douglas","Ribes divaricatum",,,"Douglas"
1338,"Ribes formosanum Hayata","Ribes formosanum",,,"Hayata"
1339,"Ribes fragrans Pall.","Ribes fragrans",,,"Pall."
1340,"Ribes fuscescens Jancz.","Ribes fuscescens",,,"Jancz."
1341,"Ribes griffithii Hook. f. & Thomson","Ribes griffithii",,,"Hook. f. & Thomson"
1342,"Ribes himalense Royle ex Decne.","Ribes himalense",,,"Royle ex Decne."
1343,"Ribes hirtellum Michx.","Ribes hirtellum",,,"Michx."
1344,"Ribes hudsonianum Richardson","Ribes hudsonianum",,,"Richardson"
1345,"Ribes hudsonianum var. petiolare (Douglas) Jancz..","Ribes hudsonianum",,"petiolare ","(Douglas) Jancz.."
1346,"Ribes inerme Rydb.","Ribes inerme",,,"Rydb."
1347,"Ribes janczewskii Pojark.","Ribes janczewskii",,,"Pojark."
1348,"Ribes japonicum Maxim.","Ribes japonicum",,,"Maxim."
1349,"Ribes latifolium Jancz.","Ribes latifolium",,,"Jancz."
1350,"Ribes leptanthum A. Gray","Ribes leptanthum",,,"A. Gray"
1351,"Ribes longiracemosum Franch.","Ribes longiracemosum",,,"Franch."
1352,"Ribes mandshuricum (Maxim.) Kom.","Ribes mandshuricum",,,"(Maxim.) Kom."
1353,"Ribes meyeri Maxim.","Ribes meyeri",,,"Maxim."
1354,"Ribes missouriense Nutt.","Ribes missouriense",,,"Nutt."
1355,"Ribes moupinense Franch.","Ribes moupinense",,,"Franch."
1356,"Ribes multiflorum Kit. ex Schult.","Ribes multiflorum",,,"Kit. ex Schult."
1357,"Ribes nigrum L.","Ribes nigrum",,,"L."
1358,"Ribes niveum Lindl.","Ribes niveum",,,"Lindl."
1359,"Ribes oxyacanthoides L.","Ribes oxyacanthoides",,,"L."
1360,"Ribes pallidiflorum Pojark.","Ribes pallidiflorum",,,"Pojark."
1361,"Ribes petraeum Wulfen","Ribes petraeum",,,"Wulfen"
1362,"Ribes pinetorum Greene","Ribes pinetorum",,,"Greene"
1363,"Ribes procumbens Pall.","Ribes procumbens",,,"Pall."
1364,"Ribes quercetorum Greene","Ribes quercetorum",,,"Greene"
1365,"Ribes rotundifolium Michx.","Ribes rotundifolium",,,"Michx."
1366,"Ribes rubrum L.","Ribes rubrum",,,"L."
1367,"Ribes sanguineum Pursh","Ribes sanguineum",,,"Pursh"
1368,"Ribes sanguineum var. glutinosum (Benth.) Loudon","Ribes sanguineum",,"glutinosum ","(Benth.) Loudon"
1369,"Ribes sinanense F. Maek.","Ribes sinanense",,,"F. Maek."
1370,"Ribes spicatum E. Robson","Ribes spicatum",,,"E. Robson"
1371,"Ribes stenocarpum Maxim.","Ribes stenocarpum",,,"Maxim."
1372,"Ribes triste Pall.","Ribes triste",,,"Pall."
1373,"Ribes turbinatum Pojark.","Ribes turbinatum",,,"Pojark."
1374,"Ribes ussuriense Jancz.","Ribes ussuriense",,,"Jancz."
1375,"Ribes uva-crispa L.","Ribes uva-crispa",,,"L."
1376,"Ribes velutinum Greene","Ribes velutinum",,,"Greene"
1377,"Ribes viburnifolium A. Gray","Ribes viburnifolium",,,"A. Gray"
1378,"Ribes warszewiczii Jancz.","Ribes warszewiczii",,,"Jancz."
1379,"Ribes watsonianum Koehne","Ribes watsonianum",,,"Koehne"
1380,"Rorippa indica  (L.) Hiern","Rorippa indica",,," (L.) Hiern"
1381,"Saccharum arundinaceum Retz.","Saccharum arundinaceum",,,"Retz."
1382,"Saccharum bengalense Retz.","Saccharum bengalense",,,"Retz."
1383,"Saccharum kanashiroi (Ohwi) Ohwi","Saccharum kanashiroi",,,"(Ohwi) Ohwi"
1384,"Saccharum longisetosum (Andersson) V. Naray. ex Bor","Saccharum longisetosum",,,"(Andersson) V. Naray. ex Bor"
1385,"Saccharum longisetosum (Andersson) V. Naray. ex Bor var. longisetosum ","Saccharum longisetosum",,"longisetosum ","(Andersson) V. Naray. ex Bor "
1386,"Saccharum narenga (Nees ex Steud.) Wall. ex Hack.","Saccharum narenga",,,"(Nees ex Steud.) Wall. ex Hack."
1387,"Saccharum robustum E. W. Brandes & Jeswiet ex Grassl","Saccharum robustum",,,"E. W. Brandes & Jeswiet ex Grassl"
1388,"Saccharum rufipilum Steud.","Saccharum rufipilum",,,"Steud."
1389,"Saccharum spontaneum L.","Saccharum spontaneum",,,"L."
1390,"Saccharum spontaneum L. subsp. spontaneum ","Saccharum spontaneum","spontaneum",,"L. subsp. spontaneum "
1391,"Saccharum spontaneum subsp. aegyptiacum (Willd.) Hack.","Saccharum spontaneum","aegyptiacum",,"(Willd.)"
1392,"Secale cereale subsp. afghanicum (Vav.) Hammer","Secale cereale","afghanicum",,"(Vav.)"
1393,"Secale cereale subsp. ancestrale Zhuk.","Secale cereale","ancestrale",,"Zhuk."
1394,"Secale cereale subsp. dighoricum Vav.","Secale cereale","dighoricum",,"Vav."
1395,"Secale cereale subsp. segetale Zhuk.","Secale cereale","segetale",,"Zhuk."
1396,"Secale strictum (Presl.) Presl.","Secale strictum",,,"(Presl.) Presl."
1397,"Secale sylvestre Host","Secale sylvestre",,,"Host"
1398,"Secale vavilovii Grossh.","Secale vavilovii",,,"Grossh."
1399,"Sesamum alatum Thonn.","Sesamum alatum",,,"Thonn."
1400,"Sesamum angustifolium Engl.","Sesamum angustifolium",,,"Engl."
1401,"Sesamum indicum L.","Sesamum indicum",,,"L."
1402,"Sesamum laciniatum Willd.","Sesamum laciniatum",,,"Willd."
1403,"Sesamum malabaricum Burm.","Sesamum malabaricum",,,"Burm."
1404,"Sesamum mulayanum N.C.Nair","Sesamum mulayanum",,,"N.C.Nair"
1405,"Sesamum prostratum Retz.","Sesamum prostratum",,,"Retz."
1406,"Sesamum radiatum Schum. & Thonn.","Sesamum radiatum",,,"Schum. & Thonn."
1407,"Setaria faberi R. A. W. Herrm.","Setaria faberi",,,"R. A. W. Herrm."
1408,"Setaria italica (L.) P. Beauv.","Setaria italica",,,"(L.) P. Beauv."
1409,"Setaria verticillata (L.) P. Beauv.","Setaria verticillata",,,"(L.) P. Beauv."
1410,"Setaria viridis (L.) P. Beauv.","Setaria viridis",,,"(L.) P. Beauv."
1411,"Sinapis alba L.","Sinapis alba",,,"L."
1412,"Sinapis arvensis L.","Sinapis arvensis",,,"L."
1413,"Sinapis flexuosa Poir.","Sinapis flexuosa",,,"Poir."
1414,"Solanum acaule Bitter","Solanum acaule",,,"Bitter"
1415,"Solanum acroglossum Juz.","Solanum acroglossum",,,"Juz."
1416,"Solanum acroscopicum Ochoa","Solanum acroscopicum",,,"Ochoa"
1417,"Solanum aculeatissimum Jacq.","Solanum aculeatissimum",,,"Jacq."
1418,"Solanum agrimonifolium Rydb.","Solanum agrimonifolium",,,"Rydb."
1419,"Solanum albicans (Ochoa) Ochoa","Solanum albicans",,,"(Ochoa) Ochoa"
1420,"Solanum albornozii Correll","Solanum albornozii",,,"Correll"
1421,"Solanum andreanum Baker","Solanum andreanum",,,"Baker"
1422,"Solanum anguivi Lam.","Solanum anguivi",,,"Lam."
1423,"Solanum anomalum Thonn.","Solanum anomalum",,,"Thonn."
1424,"Solanum arcanum Peralta","Solanum arcanum",,,"Peralta"
1425,"Solanum asperolanatum Ruiz & Pav.","Solanum asperolanatum",,,"Ruiz & Pav."
1426,"Solanum ayacuchense Ochoa","Solanum ayacuchense",,,"Ochoa"
1427,"Solanum basendopogon Bitter","Solanum basendopogon",,,"Bitter"
1428,"Solanum berthaultii Hawkes","Solanum berthaultii",,,"Hawkes"
1429,"Solanum boliviense Dunal","Solanum boliviense",,,"Dunal"
1430,"Solanum bombycinum Ochoa","Solanum bombycinum",,,"Ochoa"
1431,"Solanum brevicaule Bitter","Solanum brevicaule",,,"Bitter"
1432,"Solanum buesii Vargas","Solanum buesii",,,"Vargas"
1433,"Solanum bukasovii Juz. var. bukasovii","Solanum bukasovii",,,"Juz. var. bukasovii"
1434,"Solanum bukasovii var. multidissectum (Hawkes) Ochoa","Solanum bukasovii",,"multidissectum ","(Hawkes) Ochoa"
1435,"Solanum bulbocastanum Dunal","Solanum bulbocastanum",,,"Dunal"
1436,"Solanum burkartii Ochoa","Solanum burkartii",,,"Ochoa"
1437,"Solanum cajamarquense Ochoa","Solanum cajamarquense",,,"Ochoa"
1438,"Solanum campylacanthum Hochst. ex A. Rich.","Solanum campylacanthum",,,"Hochst. ex A. Rich."
1439,"Solanum candolleanum P. Berthault","Solanum candolleanum",,,"P. Berthault"
1440,"Solanum cantense Ochoa","Solanum cantense",,,"Ochoa"
1441,"Solanum caripense Dunal","Solanum caripense",,,"Dunal"
1442,"Solanum chacoense Bitter","Solanum chacoense",,,"Bitter"
1443,"Solanum cheesmaniae (L. Riley) Fosberg","Solanum cheesmaniae",,,"(L. Riley) Fosberg"
1444,"Solanum chilense (Dunal) Reiche","Solanum chilense",,,"(Dunal) Reiche"
1445,"Solanum chilliasense Ochoa","Solanum chilliasense",,,"Ochoa"
1446,"Solanum chiquidenum Ochoa","Solanum chiquidenum",,,"Ochoa"
1447,"Solanum chmielewskii (C. M. Rick et al.) D. M. Spooner et al.","Solanum chmielewskii",,,"(C. M. Rick et al.) D. M. Spooner et al."
1448,"Solanum chomatophilum Bitter","Solanum chomatophilum",,,"Bitter"
1449,"Solanum clarum Correll","Solanum clarum",,,"Correll"
1450,"Solanum cochoae G. J. Anderson & Bernardello","Solanum cochoae",,,"G. J. Anderson & Bernardello"
1451,"Solanum coelestipetalum Vargas","Solanum coelestipetalum",,,"Vargas"
1452,"Solanum colombianum Dunal","Solanum colombianum",,,"Dunal"
1453,"Solanum commersonii Poir.","Solanum commersonii",,,"Poir."
1454,"Solanum contumazaense Ochoa","Solanum contumazaense",,,"Ochoa"
1455,"Solanum corneliomulleri J. F. Macbr.","Solanum corneliomulleri",,,"J. F. Macbr."
1456,"Solanum cumingii Dunal","Solanum cumingii",,,"Dunal"
1457,"Solanum demissum Lindl.","Solanum demissum",,,"Lindl."
1458,"Solanum edinense Berthault","Solanum edinense",,,"Berthault"
1459,"Solanum filiforme Ruiz & Pav.","Solanum filiforme",,,"Ruiz & Pav."
1460,"Solanum flahaultii Bitter","Solanum flahaultii",,,"Bitter"
1461,"Solanum flavoviridens Ochoa","Solanum flavoviridens",,,"Ochoa"
1462,"Solanum galapagense S. C. Darwin & Peralta","Solanum galapagense",,,"S. C. Darwin & Peralta"
1463,"Solanum gandarillasii Cardenas","Solanum gandarillasii",,,"Cardenas"
1464,"Solanum garcia-barrigae Ochoa","Solanum garcia-barrigae",,,"Ochoa"
1465,"Solanum gracilifrons Bitter","Solanum gracilifrons",,,"Bitter"
1466,"Solanum grandiflorum Ruiz & Pav.","Solanum grandiflorum",,,"Ruiz & Pav."
1467,"Solanum guerreroense Correll","Solanum guerreroense",,,"Correll"
1468,"Solanum habrochaites S. Knapp & D. M. Spooner","Solanum habrochaites",,,"S. Knapp & D. M. Spooner"
1469,"Solanum hastiforme Correll","Solanum hastiforme",,,"Correll"
1470,"Solanum hintonii Correll","Solanum hintonii",,,"Correll"
1471,"Solanum hjertingii Hawkes","Solanum hjertingii",,,"Hawkes"
1472,"Solanum hougasii Correll","Solanum hougasii",,,"Correll"
1473,"Solanum huancabambense Ochoa","Solanum huancabambense",,,"Ochoa"
1474,"Solanum huaylasense Peralta","Solanum huaylasense",,,"Peralta"
1475,"Solanum incanum L.","Solanum incanum",,,"L."
1476,"Solanum incasicum Ochoa","Solanum incasicum",,,"Ochoa"
1477,"Solanum infundibuliforme Phil.","Solanum infundibuliforme",,,"Phil."
1478,"Solanum insanum L.","Solanum insanum",,,"L."
1479,"Solanum iopetalum (Bitter) Hawkes","Solanum iopetalum",,,"(Bitter) Hawkes"
1480,"Solanum kurtzianum Bitter & Wittm.","Solanum kurtzianum",,,"Bitter & Wittm."
1481,"Solanum laxissimum Bitter","Solanum laxissimum",,,"Bitter"
1482,"Solanum leptophyes Bitter","Solanum leptophyes",,,"Bitter"
1483,"Solanum lesteri Hawkes & Hjert.","Solanum lesteri",,,"Hawkes & Hjert."
1484,"Solanum lidii Sunding","Solanum lidii",,,"Sunding"
1485,"Solanum limbaniense Ochoa","Solanum limbaniense",,,"Ochoa"
1486,"Solanum linnaeanum Hepper & P.M. L. Jaeger","Solanum linnaeanum",,,"Hepper & P.M. L. Jaeger"
1487,"Solanum lobbianum Bitter","Solanum lobbianum",,,"Bitter"
1488,"Solanum longiconicum Bitter","Solanum longiconicum",,,"Bitter"
1489,"Solanum macrocarpon L.","Solanum macrocarpon",,,"L."
1490,"Solanum maglia Schltdl.","Solanum maglia",,,"Schltdl."
1491,"Solanum marginatum L. f.","Solanum marginatum",,,"L. f."
1492,"Solanum marinasense Vargas","Solanum marinasense",,,"Vargas"
1493,"Solanum medians Bitter","Solanum medians",,,"Bitter"
1494,"Solanum megistacrolobum Bitter","Solanum megistacrolobum",,,"Bitter"
1495,"Solanum microdontum Bitter","Solanum microdontum",,,"Bitter"
1496,"Solanum morelliforme Bitter & Munch","Solanum morelliforme",,,"Bitter & Munch"
1497,"Solanum multiinterruptum Bitter","Solanum multiinterruptum",,,"Bitter"
1498,"Solanum neocardenasii Hawkes & Hjert.","Solanum neocardenasii",,,"Hawkes & Hjert."
1499,"Solanum neorickii D. M. Spooner et al.","Solanum neorickii",,,"D. M. Spooner et al."
1500,"Solanum neorossii Hawkes & Hjert.","Solanum neorossii",,,"Hawkes & Hjert."
1501,"Solanum neovavilovii Ochoa","Solanum neovavilovii",,,"Ochoa"
1502,"Solanum nubicola Ochoa","Solanum nubicola",,,"Ochoa"
1503,"Solanum okadae Hawkes & Hjert.","Solanum okadae",,,"Hawkes & Hjert."
1504,"Solanum olmosense Ochoa","Solanum olmosense",,,"Ochoa"
1505,"Solanum oplocense Hawkes","Solanum oplocense",,,"Hawkes"
1506,"Solanum ortegae Ochoa","Solanum ortegae",,,"Ochoa"
1507,"Solanum oxycarpum Schiede","Solanum oxycarpum",,,"Schiede"
1508,"Solanum palustre Poepp. ex Schltdl.","Solanum palustre",,,"Poepp. ex Schltdl."
1509,"Solanum paucissectum Ochoa","Solanum paucissectum",,,"Ochoa"
1510,"Solanum pennellii Correll","Solanum pennellii",,,"Correll"
1511,"Solanum perlongistylum G. J. Anderson, Martine, Prohens & Nuez","Solanum perlongistylum",,,"G. J. Anderson, Martine, Prohens & Nuez"
1512,"Solanum peruvianum L.","Solanum peruvianum",,,"L."
1513,"Solanum pillahuatense Vargas","Solanum pillahuatense",,,"Vargas"
1514,"Solanum pimpinellifolium L.","Solanum pimpinellifolium",,,"L."
1515,"Solanum piurae Bitter","Solanum piurae",,,"Bitter"
1516,"Solanum polyadenium Greenm.","Solanum polyadenium",,,"Greenm."
1517,"Solanum raphanifolium Cardenas & Hawkes","Solanum raphanifolium",,,"Cardenas & Hawkes"
1518,"Solanum rhomboideilanceolatum Ochoa","Solanum rhomboideilanceolatum",,,"Ochoa"
1519,"Solanum rubetorum Dunal","Solanum rubetorum",,,"Dunal"
1520,"Solanum salasianum Ochoa","Solanum salasianum",,,"Ochoa"
1521,"Solanum sanctae-rosae Hawkes","Solanum sanctae-rosae",,,"Hawkes"
1522,"Solanum schenckii Bitter","Solanum schenckii",,,"Bitter"
1523,"Solanum sisymbriifolium Lam.","Solanum sisymbriifolium",,,"Lam."
1524,"Solanum sogarandinum Ochoa","Solanum sogarandinum",,,"Ochoa"
1525,"Solanum spegazzinii Bitter","Solanum spegazzinii",,,"Bitter"
1526,"Solanum stoloniferum Schltdl. & Bouche","Solanum stoloniferum",,,"Schltdl. & Bouche"
1527,"Solanum tabanoense Correll","Solanum tabanoense",,,"Correll"
1528,"Solanum tarnii Hawkes & Hjert.","Solanum tarnii",,,"Hawkes & Hjert."
1529,"Solanum taulisense Ochoa","Solanum taulisense",,,"Ochoa"
1530,"Solanum tomentosum L.","Solanum tomentosum",,,"L."
1531,"Solanum torvum Sw.","Solanum torvum",,,"Sw."
1532,"Solanum venturii Hawkes & Hjert.","Solanum venturii",,,"Hawkes & Hjert."
1533,"Solanum vernei Bitter & Wittm.","Solanum vernei",,,"Bitter & Wittm."
1534,"Solanum verrucosum Schltdl.","Solanum verrucosum",,,"Schltdl."
1535,"Solanum violaceimarmoratum Bitter","Solanum violaceimarmoratum",,,"Bitter"
1536,"Solanum violaceum Ortega","Solanum violaceum",,,"Ortega"
1537,"Sorghum bicolor subsp. drummondii (Steud.) de Wet ex Davidse","Sorghum bicolor","drummondii",,"(Steud.)"
1538,"Sorghum bicolor subsp. verticilliflorum (Steud.) de Wet ex Wiersema & J. Dahlb.","Sorghum bicolor","verticilliflorum",,"(Steud.)"
1539,"Sorghum halepense (L.) Pers.","Sorghum halepense",,,"(L.) Pers."
1540,"Sorghum macrospermum E. D. Garber","Sorghum macrospermum",,,"E. D. Garber"
1541,"Sorghum propinquum (Kunth) Hitchc.","Sorghum propinquum",,,"(Kunth) Hitchc."
1542,"Sorghum purpureosericeum (Hochst. ex A. Rich.) Asch. & Schweinf.","Sorghum purpureosericeum",,,"(Hochst. ex A. Rich.) Asch. & Schweinf."
1543,"Spinacia tetranda Steven ex M.Bieb.","Spinacia tetranda",,,"Steven ex M.Bieb."
1544,"Spinacia turkestanica Iljin","Spinacia turkestanica",,,"Iljin"
1545,"Theobroma cacao f. pentagonum (Bernoulli) Cuatrec.","Theobroma cacao",,,"f. pentagonum (Bernoulli) Cuatrec."
1546,"Theobroma cacao L.","Theobroma cacao",,,"L."
1547,"Theobroma cacao subsp. sphaerocarpum (A. Chev.) Cuatrec.","Theobroma cacao","sphaerocarpum",,"(A."
1548,"Tornabenea annua Beg.","Tornabenea annua",,,"Beg."
1549,"Tornabenea insularis (Parl.) Parl.","Tornabenea insularis",,,"(Parl.) Parl."
1550,"Tornabenea tenuissima (A. Chev.) A. Hansen & Sunding","Tornabenea tenuissima",,,"(A. Chev.) A. Hansen & Sunding"
1551,"Trachystoma ballii O.E. Schulz","Trachystoma ballii",,,"O.E. Schulz"
1552,"Tripsacum dactyloides (L.) L.","Tripsacum dactyloides",,,"(L.) L."
1553,"Triticum aestivum subsp. tibeticum J.Z.Shao","Triticum aestivum","tibeticum",,"J.Z.Shao"
1554,"Triticum monococcum L.","Triticum monococcum",,,"L."
1555,"Triticum monococcum subsp. aegilopoides (Link) Thell.","Triticum monococcum","aegilopoides",,"(Link)"
1556,"Triticum timopheevii (Zhuk.) Zhuk.","Triticum timopheevii",,,"(Zhuk.) Zhuk."
1557,"Triticum timopheevii subsp. armeniacum (Jakubz.) Slageren","Triticum timopheevii","armeniacum",,"(Jakubz.)"
1558,"Triticum turgidum L.","Triticum turgidum",,,"L."
1559,"Triticum turgidum subsp. dicoccoides (Korn. ex Asch. & Graebn.) Thell.","Triticum turgidum","dicoccoides",,"(Korn."
1560,"Triticum urartu Tumanian ex Gandilyan","Triticum urartu",,,"Tumanian ex Gandilyan"
1561,"Vasconcellea cauliflora (Jacq.) A. DC.","Vasconcellea cauliflora",,,"(Jacq.) A. DC."
1562,"Vasconcellea pubescens A. DC.","Vasconcellea pubescens",,,"A. DC."
1563,"Vasconcellea quercifolia A. St.-Hil.","Vasconcellea quercifolia",,,"A. St.-Hil."
1564,"Vicia articulata Hornem.","Vicia articulata",,,"Hornem."
1565,"Vicia assyriaca Boiss.","Vicia assyriaca",,,"Boiss."
1566,"Vicia barbazitae Ten. & Guss.","Vicia barbazitae",,,"Ten. & Guss."
1567,"Vicia bithynica (L.) L.","Vicia bithynica",,,"(L.) L."
1568,"Vicia ciliatula Lipsky","Vicia ciliatula",,,"Lipsky"
1569,"Vicia cuspidata Boiss.","Vicia cuspidata",,,"Boiss."
1570,"Vicia ervilia (L.) Willd.","Vicia ervilia",,,"(L.) Willd."
1571,"Vicia esdraelonensis Warb. & Eig","Vicia esdraelonensis",,,"Warb. & Eig"
1572,"Vicia faba L.","Vicia faba",,,"L."
1573,"Vicia galeata Boiss.","Vicia galeata",,,"Boiss."
1574,"Vicia galilaea var. faboidea (Plitm. & Zoh. in Plitm.) H. Sch?fer","Vicia galilaea",,"faboidea ","(Plitm. & Zoh. in Plitm.) H. Sch?fer"
1575,"Vicia grandiflora Scop.","Vicia grandiflora",,,"Scop."
1576,"Vicia hyaeniscyamus Mout.","Vicia hyaeniscyamus",,,"Mout."
1577,"Vicia hybrida L.","Vicia hybrida",,,"L."
1578,"Vicia hyrcanica Fisch. & C. A. Mey.","Vicia hyrcanica",,,"Fisch. & C. A. Mey."
1579,"Vicia johannis Tamamsch","Vicia johannis",,,"Tamamsch"
1580,"Vicia kalakhensis Khattab et al.","Vicia kalakhensis",,,"Khattab et al."
1581,"Vicia lathyroides L.","Vicia lathyroides",,,"L."
1582,"Vicia lutea L.","Vicia lutea",,,"L."
1583,"Vicia melanops Sm.","Vicia melanops",,,"Sm."
1584,"Vicia mollis Boiss.","Vicia mollis",,,"Boiss."
1585,"Vicia narbonensis L.","Vicia narbonensis",,,"L."
1586,"Vicia pannonica Crantz","Vicia pannonica",,,"Crantz"
1587,"Vicia qatmensis Gomb.","Vicia qatmensis",,,"Gomb."
